# Silica Networks Geofeed — RFC 8805
# prefix,CC,region,city,cp

186.122.227.0/24,AR,AR-X,Cordoba,
186.122.228.0/24,AR,,,
186.122.229.0/24,AR,,,
186.122.230.0/24,AR,,,
186.122.231.0/24,AR,,,
186.122.232.0/24,AR,,,
186.122.233.0/24,AR,,,
186.122.234.0/24,AR,,,
186.122.235.0/24,AR,,,
186.122.236.0/24,AR,,,
186.122.237.0/24,AR,,,
186.122.238.0/24,AR,,,
186.122.239.0/24,AR,,,
186.123.24.0/24,AR,,,
186.123.25.0/24,AR,,,
186.123.26.0/24,AR,,,
186.123.27.0/24,AR,,,
186.123.28.0/24,AR,,,
186.123.29.0/24,AR,,,
186.123.30.0/24,AR,,,
186.123.31.0/24,AR,,,
186.123.32.0/24,AR,AR-K,San Fernando del Valle de Catamarca,
186.123.33.0/24,AR,,,
186.123.34.0/24,AR,,,
186.123.35.0/24,AR,,,
186.123.36.0/24,AR,,,
186.123.37.0/24,AR,,,
186.123.38.0/24,AR,,,
186.123.39.0/24,AR,,,
186.123.40.0/24,AR,AR-K,San Fernando del Valle de Catamarca,
186.123.41.0/24,AR,,,
186.123.42.0/24,AR,,,
186.123.43.0/24,AR,,,
186.123.44.0/24,AR,,,
186.123.45.0/24,AR,,,
186.123.46.0/24,AR,,,
186.123.47.0/24,AR,,,
186.123.48.0/24,AR,AR-B,Avellaneda,
186.123.49.0/24,AR,,,
186.123.50.0/24,AR,,,
186.123.51.0/24,AR,,,
186.123.52.0/24,AR,,,
186.123.53.0/24,AR,,,
186.123.54.0/24,AR,,,
186.123.55.0/24,AR,,,
186.123.56.0/24,AR,,,
186.123.57.0/24,AR,,,
186.123.58.0/24,AR,,,
186.123.59.0/24,AR,,,
186.123.60.0/24,AR,,,
186.123.61.0/24,AR,,,
186.123.62.0/24,AR,,,
186.123.63.0/24,AR,,,
186.123.80.0/24,AR,,,
186.123.81.0/24,AR,,,
186.123.82.0/24,AR,,,
186.123.83.0/24,AR,,,
186.123.84.0/24,AR,AR-T,San Miguel de Tucuman,
186.123.85.0/24,AR,AR-T,San Miguel de Tucuman,
186.123.86.0/24,AR,AR-T,San Miguel de Tucuman,
186.123.87.0/24,AR,AR-T,San Miguel de Tucuman,
186.123.88.0/24,AR,,,
186.123.89.0/24,AR,,,
186.123.90.0/24,AR,,,
186.123.91.0/24,AR,,,
186.123.92.0/24,AR,,,
186.123.93.0/24,AR,,,
186.123.94.0/24,AR,,,
186.123.95.0/24,AR,,,
186.123.96.0/24,AR,,,
186.123.97.0/24,AR,,,
186.123.98.0/24,AR,AR-Y,Libertador General San Martin,
186.123.99.0/24,AR,AR-B,Avellaneda,
186.123.100.0/24,AR,AR-B,Avellaneda,
186.123.101.0/24,AR,AR-B,Avellaneda,
186.123.102.0/24,AR,,,
186.123.103.0/24,AR,,,
186.123.104.0/24,AR,AR-B,Avellaneda,
186.123.105.0/24,AR,AR-B,Berazategui,
186.123.106.0/24,AR,AR-B,Berazategui,
186.123.107.0/24,AR,AR-B,Berazategui,
186.123.108.0/24,AR,,,
186.123.109.0/24,AR,AR-B,Berazategui,
186.123.110.0/24,AR,,,
186.123.111.0/24,AR,,,
186.123.128.0/24,AR,,,
186.123.129.0/24,AR,,,
186.123.130.0/24,AR,,,
186.123.131.0/24,AR,,,
186.123.132.0/24,AR,,,
186.123.133.0/24,AR,,,
186.123.134.0/24,AR,AR-J,Rawson,
186.123.136.0/24,AR,AR-B,Avellaneda,
186.123.137.0/24,AR,,,
186.123.138.0/24,AR,,,
186.123.139.0/24,AR,,,
186.123.140.0/24,AR,AR-B,San Isidro,
186.123.141.0/24,AR,,,
186.123.142.0/24,AR,,,
186.123.143.0/24,AR,,,
186.123.144.0/24,AR,AR-B,Berazategui,
186.123.145.0/24,AR,AR-X,Cordoba,
186.123.146.0/24,AR,,,
186.123.147.0/24,AR,,,
186.123.148.0/24,AR,,,
186.123.149.0/24,AR,AR-X,Cordoba,
186.123.150.0/24,AR,,,
186.123.151.0/24,AR,AR-S,Rosario,
186.123.152.0/24,AR,,,
186.123.153.0/24,AR,,,
186.123.154.0/24,AR,,,
186.123.155.0/24,AR,,,
186.123.156.0/24,AR,,,
186.123.157.0/24,AR,,,
186.123.158.0/24,AR,,,
186.123.159.0/24,AR,,,
186.123.160.0/24,AR,,,
186.123.161.0/24,AR,,,
186.123.162.0/24,AR,AR-X,Cordoba,
186.123.163.0/24,AR,AR-X,Cordoba,
186.123.164.0/24,AR,AR-X,Cordoba,
186.123.165.0/24,AR,AR-X,Cordoba,
186.123.166.0/24,AR,AR-X,Cordoba,
186.123.167.0/24,AR,,,
186.123.168.0/24,AR,AR-B,Hurlingham,
186.123.169.0/24,AR,,,
186.123.170.0/24,AR,,,
186.123.171.0/24,AR,,,
186.123.172.0/24,AR,,,
186.123.173.0/24,AR,,,
186.123.174.0/24,AR,,,
186.123.175.0/24,AR,,,
186.123.176.0/24,AR,,,
186.123.177.0/24,AR,AR-X,Cordoba,
186.123.178.0/24,AR,,,
186.123.179.0/24,AR,,,
186.123.180.0/24,AR,AR-H,Resistencia,
186.123.181.0/24,AR,AR-H,Resistencia,
186.123.182.0/24,AR,AR-K,San Fernando del Valle de Catamarca,
186.123.183.0/24,AR,,,
186.123.187.0/24,AR,,,
186.123.188.0/24,AR,,,
186.123.189.0/24,AR,,,
186.123.190.0/24,AR,,,
186.123.191.0/24,AR,,,
186.123.192.0/24,AR,,,
186.123.193.0/24,AR,,,
186.123.194.0/24,AR,,,
186.123.195.0/24,AR,,,
186.123.196.0/24,AR,,,
186.123.197.0/24,AR,,,
186.123.198.0/24,AR,,,
186.123.199.0/24,AR,,,
186.123.200.0/24,AR,,,
186.123.201.0/24,AR,,,
186.123.202.0/24,AR,,,
186.123.203.0/24,AR,,,
186.123.204.0/24,AR,,,
186.123.184.0/24,PY,PY-ASU,Asuncion,
186.123.205.0/24,AR,,,
186.123.206.0/24,AR,,,
186.123.207.0/24,AR,,,
186.123.208.0/24,AR,,,
186.123.209.0/24,AR,,,
186.123.210.0/24,AR,,,
186.123.211.0/24,AR,,,
186.123.212.0/24,AR,,,
186.123.213.0/24,AR,,,
186.123.214.0/24,AR,,,
186.123.215.0/24,AR,,,
186.123.216.0/24,AR,,,
186.123.217.0/24,AR,,,
186.123.218.0/24,AR,,,
186.123.219.0/24,AR,,,
186.123.220.0/24,AR,,,
186.123.221.0/24,AR,,,
186.123.222.0/24,AR,,,
186.123.223.0/24,AR,,,
186.123.224.0/24,AR,,,
186.123.225.0/24,AR,,,
186.123.226.0/24,AR,,,
186.123.227.0/24,AR,,,
186.123.228.0/24,AR,,,
186.123.229.0/24,AR,,,
186.123.230.0/24,AR,,,
186.123.231.0/24,AR,,,
186.123.232.0/24,AR,,,
186.123.233.0/24,AR,,,
186.123.234.0/24,AR,,,
186.123.235.0/24,AR,,,
186.123.236.0/24,AR,,,
186.123.237.0/24,AR,,,
186.123.238.0/24,AR,,,
186.123.239.0/24,AR,,,
186.123.240.0/24,AR,,,
186.123.241.0/24,AR,,,
186.123.242.0/24,AR,,,
186.123.243.0/24,AR,,,
186.123.244.0/24,AR,,,
186.123.245.0/24,AR,,,
186.123.246.0/24,AR,,,
186.123.247.0/24,AR,,,
186.123.248.0/24,AR,,,
186.123.249.0/24,AR,,,
186.123.250.0/24,AR,,,
186.123.251.0/24,AR,,,
186.123.252.0/24,AR,,,
186.123.253.0/24,AR,,,
186.123.254.0/24,AR,,,
186.123.255.0/24,AR,,,
186.157.0.0/24,AR,,,
186.157.1.0/24,AR,,,
186.157.2.0/24,AR,,,
186.157.3.0/24,AR,,,
186.157.4.0/24,AR,,,
186.157.5.0/24,AR,,,
186.157.6.0/24,AR,,,
186.157.7.0/24,AR,,,
186.157.8.0/24,AR,,,
186.157.9.0/24,AR,,,
186.157.10.0/24,AR,,,
186.157.11.0/24,AR,,,
186.157.12.0/24,AR,,,
186.157.13.0/24,AR,,,
186.157.14.0/24,AR,,,
186.157.15.0/24,AR,,,
186.157.16.0/24,AR,,,
186.157.17.0/24,AR,,,
186.157.18.0/24,AR,,,
186.157.19.0/24,AR,,,
186.157.20.0/24,AR,,,
186.157.21.0/24,AR,,,
186.157.22.0/24,AR,,,
186.157.23.0/24,AR,,,
186.157.24.0/24,AR,,,
186.157.25.0/24,AR,,,
186.157.26.0/24,AR,,,
186.157.27.0/24,AR,,,
186.157.28.0/24,AR,,,
186.157.29.0/24,AR,,,
186.157.30.0/24,AR,,,
186.157.31.0/24,AR,,,
186.157.32.0/24,AR,,,
186.157.33.0/24,AR,,,
186.157.34.0/24,AR,,,
186.157.35.0/24,AR,,,
186.157.36.0/24,AR,,,
186.157.37.0/24,AR,,,
186.157.38.0/24,AR,,,
186.157.39.0/24,AR,,,
186.157.40.0/24,AR,,,
186.157.41.0/24,AR,,,
186.157.42.0/24,AR,,,
186.157.43.0/24,AR,,,
186.157.44.0/24,AR,,,
186.157.45.0/24,AR,,,
186.157.46.0/24,AR,,,
186.157.47.0/24,AR,,,
186.157.48.0/24,AR,,,
186.157.49.0/24,AR,,,
186.157.50.0/24,AR,,,
186.157.51.0/24,AR,,,
186.157.52.0/24,AR,,,
186.157.53.0/24,AR,,,
186.157.54.0/24,AR,,,
186.157.55.0/24,AR,,,
186.157.56.0/24,AR,,,
186.157.57.0/24,AR,,,
186.157.58.0/24,AR,,,
186.157.59.0/24,AR,,,
186.157.60.0/24,AR,,,
186.157.61.0/24,AR,,,
186.157.62.0/24,AR,,,
186.157.63.0/24,AR,,,
186.157.64.0/24,AR,,,
186.157.65.0/24,AR,,,
186.157.66.0/24,AR,,,
186.157.67.0/24,AR,,,
186.157.68.0/24,AR,,,
186.157.69.0/24,AR,,,
186.157.70.0/24,AR,,,
186.157.71.0/24,AR,,,
186.157.72.0/24,AR,,,
186.157.73.0/24,AR,,,
186.157.74.0/24,AR,,,
186.157.75.0/24,AR,,,
186.157.76.0/24,AR,,,
186.157.77.0/24,AR,,,
186.157.78.0/24,AR,,,
186.157.79.0/24,AR,,,
186.157.80.0/24,AR,,,
186.157.81.0/24,AR,,,
186.157.82.0/24,AR,,,
186.157.83.0/24,AR,,,
186.157.84.0/24,AR,,,
186.157.85.0/24,AR,,,
186.157.86.0/24,AR,,,
186.157.87.0/24,AR,,,
186.157.88.0/24,AR,,,
186.157.89.0/24,AR,,,
186.157.90.0/24,AR,,,
186.157.91.0/24,AR,,,
186.157.92.0/24,AR,,,
186.157.93.0/24,AR,,,
186.157.94.0/24,AR,,,
186.157.95.0/24,AR,,,
186.157.96.0/24,AR,,,
186.157.97.0/24,AR,,,
186.157.98.0/24,AR,,,
186.157.99.0/24,AR,,,
186.157.100.0/24,AR,,,
186.157.101.0/24,AR,,,
186.157.102.0/24,AR,,,
186.157.103.0/24,AR,,,
186.157.104.0/24,AR,,,
186.157.105.0/24,AR,,,
186.157.106.0/24,AR,,,
186.157.107.0/24,AR,,,
186.157.108.0/24,AR,,,
186.157.109.0/24,AR,,,
186.157.110.0/24,AR,,,
186.157.111.0/24,AR,,,
186.157.112.0/24,AR,,,
186.157.113.0/24,AR,,,
186.157.114.0/24,AR,,,
186.157.115.0/24,AR,,,
186.157.116.0/24,AR,,,
186.157.117.0/24,AR,,,
186.157.118.0/24,AR,,,
186.157.119.0/24,AR,,,
186.157.120.0/24,AR,,,
186.157.121.0/24,AR,,,
186.157.122.0/24,AR,,,
186.157.123.0/24,AR,,,
186.157.124.0/24,AR,,,
186.157.125.0/24,AR,,,
186.157.126.0/24,AR,,,
186.157.127.0/24,AR,,,
186.157.128.0/24,AR,,,
186.157.129.0/24,AR,,,
186.157.130.0/24,AR,,,
186.157.131.0/24,AR,,,
186.157.132.0/24,AR,,,
186.157.133.0/24,AR,,,
186.157.134.0/24,AR,,,
186.157.135.0/24,AR,,,
186.157.136.0/24,AR,,,
186.157.137.0/24,AR,,,
186.157.138.0/24,AR,,,
186.157.139.0/24,AR,,,
186.157.140.0/24,AR,,,
186.157.141.0/24,AR,,,
186.157.142.0/24,AR,,,
186.157.143.0/24,AR,,,
186.157.144.0/24,AR,,,
186.157.145.0/24,AR,,,
186.157.146.0/24,AR,,,
186.157.147.0/24,AR,,,
186.157.148.0/24,AR,,,
186.157.149.0/24,AR,,,
186.157.150.0/24,AR,,,
186.157.151.0/24,AR,,,
186.157.152.0/24,AR,,,
186.157.153.0/24,AR,,,
186.157.154.0/24,AR,,,
186.157.155.0/24,AR,,,
186.157.156.0/24,AR,,,
186.157.157.0/24,AR,,,
186.157.158.0/24,AR,,,
186.157.159.0/24,AR,,,
186.157.160.0/24,AR,,,
186.157.161.0/24,AR,,,
186.157.162.0/24,AR,,,
186.157.163.0/24,AR,,,
186.157.164.0/24,AR,,,
186.157.165.0/24,AR,,,
186.157.166.0/24,AR,,,
186.157.167.0/24,AR,,,
186.157.168.0/24,AR,,,
186.157.169.0/24,AR,,,
186.157.170.0/24,AR,,,
186.157.171.0/24,AR,,,
186.157.172.0/24,AR,,,
186.157.173.0/24,AR,,,
186.157.174.0/24,AR,,,
186.157.175.0/24,AR,,,
186.157.176.0/24,AR,,,
186.157.177.0/24,AR,,,
186.157.178.0/24,AR,,,
186.157.179.0/24,AR,,,
186.157.180.0/24,AR,,,
186.157.181.0/24,AR,,,
186.157.182.0/24,AR,,,
186.157.183.0/24,AR,,,
186.157.184.0/24,AR,,,
186.157.185.0/24,AR,,,
186.157.186.0/24,AR,,,
186.157.187.0/24,AR,,,
186.157.188.0/24,AR,,,
186.157.189.0/24,AR,,,
186.157.190.0/24,AR,,,
186.157.191.0/24,AR,,,
186.157.192.0/24,AR,,,
186.157.193.0/24,AR,,,
186.157.194.0/24,AR,,,
186.157.195.0/24,AR,,,
186.157.196.0/24,AR,,,
186.157.197.0/24,AR,,,
186.157.198.0/24,AR,,,
186.157.199.0/24,AR,,,
186.157.200.0/24,AR,,,
186.157.201.0/24,AR,,,
186.157.202.0/24,AR,,,
186.157.203.0/24,AR,,,
186.157.204.0/24,AR,,,
186.157.205.0/24,AR,,,
186.157.206.0/24,AR,,,
186.157.207.0/24,AR,,,
186.157.208.0/24,AR,,,
186.157.209.0/24,AR,,,
186.157.210.0/24,AR,,,
186.157.211.0/24,AR,,,
186.157.212.0/24,AR,,,
186.157.213.0/24,AR,,,
186.157.214.0/24,AR,,,
186.157.215.0/24,AR,,,
186.157.216.0/24,AR,,,
186.157.217.0/24,AR,,,
186.157.218.0/24,AR,,,
186.157.219.0/24,AR,,,
186.157.220.0/24,AR,,,
186.157.221.0/24,AR,,,
186.157.222.0/24,AR,,,
186.157.223.0/24,AR,,,
186.157.224.0/24,AR,,,
186.157.225.0/24,AR,,,
186.157.226.0/24,AR,,,
186.157.227.0/24,AR,,,
186.157.228.0/24,AR,,,
186.157.229.0/24,AR,,,
186.157.230.0/24,AR,,,
186.157.231.0/24,AR,,,
186.157.232.0/24,AR,,,
186.157.233.0/24,AR,,,
186.157.234.0/24,AR,,,
186.157.235.0/24,AR,,,
186.157.236.0/24,AR,,,
186.157.237.0/24,AR,,,
186.157.238.0/24,AR,,,
186.157.239.0/24,AR,,,
186.157.240.0/24,AR,,,
186.157.241.0/24,AR,,,
186.157.242.0/24,AR,,,
186.157.243.0/24,AR,,,
186.157.244.0/24,AR,,,
186.157.245.0/24,AR,,,
186.157.246.0/24,AR,,,
186.157.247.0/24,AR,,,
186.157.248.0/24,AR,,,
186.157.249.0/24,AR,,,
186.157.250.0/24,AR,,,
186.157.251.0/24,AR,,,
186.157.252.0/24,AR,,,
186.157.253.0/24,AR,,,
186.157.254.0/24,AR,,,
186.157.255.0/24,AR,,,
186.158.0.0/24,AR,,,
186.158.1.0/24,AR,,,
186.158.2.0/24,AR,AR-B,Hurlingham,
186.158.3.0/24,AR,AR-B,Hurlingham,
186.158.4.0/24,AR,AR-B,Hurlingham,
186.158.5.0/24,AR,AR-B,Hurlingham,
186.158.6.0/24,AR,AR-B,Hurlingham,
186.158.7.0/24,AR,AR-B,Hurlingham,
186.158.8.0/24,AR,,,
186.158.9.0/24,AR,AR-X,Cordoba,
186.158.10.0/24,AR,AR-M,Guaymallen,
186.158.11.0/24,AR,,,
186.158.12.0/24,AR,,,
186.158.13.0/24,AR,AR-B,General Pueyrredon,
186.158.14.0/24,AR,,,
186.158.15.0/24,AR,AR-B,La Plata,
186.158.16.0/24,AR,,,
186.158.17.0/24,AR,,,
186.158.18.0/24,AR,AR-Q,Plottier,
186.158.19.0/24,AR,AR-Q,Plottier,
186.158.20.0/24,AR,AR-Q,Plottier,
186.158.21.0/24,AR,AR-Q,Plottier,
186.158.22.0/24,AR,,,
186.158.23.0/24,AR,,,
186.158.24.0/24,AR,,,
186.158.25.0/24,AR,,,
186.158.26.0/24,AR,,,
186.158.27.0/24,AR,,,
186.158.28.0/24,AR,,,
186.158.29.0/24,AR,,,
186.158.30.0/24,AR,,,
186.158.31.0/24,AR,,,
186.158.32.0/24,AR,AR-M,Guaymallen,
186.158.33.0/24,AR,AR-X,Cordoba,
186.158.34.0/24,AR,,,
186.158.35.0/24,AR,,,
186.158.36.0/24,AR,AR-M,Guaymallen,
186.158.37.0/24,AR,,,
186.158.38.0/24,AR,,,
186.158.39.0/24,AR,,,
186.158.40.0/24,AR,,,
186.158.41.0/24,AR,,,
186.158.42.0/24,AR,,,
186.158.43.0/24,AR,,,
186.158.44.0/24,AR,,,
186.158.45.0/24,AR,,,
186.158.46.0/24,AR,,,
186.158.47.0/24,AR,,,
186.158.48.0/24,AR,,,
186.158.49.0/24,AR,,,
186.158.50.0/24,AR,,,
186.158.51.0/24,AR,,,
186.158.52.0/24,AR,,,
186.158.53.0/24,AR,,,
186.158.54.0/24,AR,,,
186.158.55.0/24,AR,,,
186.158.56.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.57.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.58.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.59.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.60.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.61.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.62.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.63.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.64.0/24,AR,,,
186.158.65.0/24,AR,,,
186.158.66.0/24,AR,,,
186.158.67.0/24,AR,,,
186.158.68.0/24,AR,,,
186.158.69.0/24,AR,,,
186.158.70.0/24,AR,,,
186.158.71.0/24,AR,,,
186.158.72.0/24,AR,,,
186.158.73.0/24,AR,,,
186.158.74.0/24,AR,,,
186.158.75.0/24,AR,AR-X,Cordoba,
186.158.76.0/24,AR,,,
186.158.77.0/24,AR,,,
186.158.78.0/24,AR,,,
186.158.79.0/24,AR,AR-X,Cordoba,
186.158.80.0/24,AR,AR-C,,
186.158.81.0/24,AR,AR-C,,
186.158.82.0/24,AR,AR-C,,
186.158.83.0/24,AR,AR-C,,
186.158.84.0/24,AR,AR-C,,
186.158.85.0/24,AR,AR-C,,
186.158.86.0/24,AR,AR-C,,
186.158.87.0/24,AR,AR-C,,
186.158.88.0/24,AR,,,
186.158.89.0/24,AR,,,
186.158.90.0/24,AR,,,
186.158.91.0/24,AR,,,
186.158.92.0/24,AR,,,
186.158.93.0/24,AR,,,
186.158.94.0/24,AR,,,
186.158.95.0/24,AR,,,
186.158.96.0/24,AR,,,
186.158.97.0/24,AR,,,
186.158.98.0/24,AR,,,
186.158.99.0/24,AR,,,
186.158.100.0/24,AR,,,
186.158.101.0/24,AR,,,
186.158.102.0/24,AR,,,
186.158.103.0/24,AR,,,
186.158.104.0/24,AR,,,
186.158.105.0/24,AR,,,
186.158.106.0/24,AR,,,
186.158.107.0/24,AR,,,
186.158.108.0/24,AR,,,
186.158.109.0/24,AR,,,
186.158.110.0/24,AR,,,
186.158.111.0/24,AR,,,
186.158.120.0/24,AR,,,
186.158.121.0/24,AR,,,
186.158.122.0/24,AR,,,
186.158.123.0/24,AR,AR-B,San Isidro,
186.158.124.0/24,AR,,,
186.158.125.0/24,AR,,,
186.158.126.0/24,AR,,,
186.158.127.0/24,AR,,,
186.158.128.0/24,AR,,,
186.158.129.0/24,AR,,,
186.158.130.0/24,AR,,,
186.158.131.0/24,AR,,,
186.158.132.0/24,AR,,,
186.158.133.0/24,AR,,,
186.158.134.0/24,AR,,,
186.158.135.0/24,AR,,,
186.158.136.0/24,AR,,,
186.158.137.0/24,AR,,,
186.158.138.0/24,AR,,,
186.158.139.0/24,AR,,,
186.158.140.0/24,AR,,,
186.158.141.0/24,AR,,,
186.158.142.0/24,AR,AR-S,Rosario,
186.158.143.0/24,AR,AR-S,Rosario,
186.158.144.0/24,AR,AR-S,Rosario,
186.158.145.0/24,AR,AR-S,Rosario,
186.158.146.0/24,AR,AR-S,Rosario,
186.158.147.0/24,AR,AR-S,Rosario,
186.158.148.0/24,AR,AR-S,Rosario,
186.158.149.0/24,AR,AR-S,Rosario,
186.158.150.0/24,AR,AR-S,Rosario,
186.191.39.0/24,AR,,,
186.158.151.0/24,AR,AR-S,Rosario,
186.158.168.0/24,AR,AR-B,General Pueyrredon,
186.158.169.0/24,AR,AR-B,General Pueyrredon,
186.158.170.0/24,AR,AR-J,Rawson,
186.158.171.0/24,AR,AR-J,Rawson,
186.158.172.0/24,AR,AR-J,Rawson,
186.158.173.0/24,AR,AR-J,Rawson,
186.158.174.0/24,AR,,,
186.158.175.0/24,AR,,,
186.158.176.0/24,AR,,,
186.158.177.0/24,AR,,,
186.158.178.0/24,AR,,,
186.158.179.0/24,AR,,,
186.158.180.0/24,AR,,,
186.158.181.0/24,AR,,,
186.158.182.0/24,AR,,,
186.158.183.0/24,AR,,,
186.158.184.0/24,AR,,,
186.158.185.0/24,AR,,,
186.158.186.0/24,AR,,,
186.158.187.0/24,AR,AR-K,San Fernando del Valle de Catamarca,
186.158.188.0/24,AR,,,
186.158.189.0/24,AR,,,
186.158.190.0/24,AR,AR-X,Cordoba,
186.158.191.0/24,AR,,,
186.158.192.0/24,AR,AR-B,Avellaneda,
186.158.193.0/24,AR,,,
186.158.194.0/24,AR,,,
186.158.195.0/24,AR,,,
186.158.196.0/24,AR,,,
186.158.197.0/24,AR,,,
186.158.198.0/24,AR,,,
186.158.199.0/24,AR,,,
186.158.202.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.203.0/24,AR,,,
186.158.204.0/24,AR,,,
186.158.205.0/24,AR,,,
186.158.206.0/24,AR,,,
186.158.207.0/24,AR,AR-S,Rosario,
186.158.208.0/24,AR,AR-J,Rawson,
186.158.209.0/24,AR,AR-S,Rosario,
186.158.210.0/24,AR,AR-T,San Miguel de Tucuman,
186.158.211.0/24,AR,AR-S,Rosario,
186.158.212.0/24,AR,,,
186.158.213.0/24,AR,,,
186.158.214.0/24,AR,,,
186.158.215.0/24,AR,,,
186.158.216.0/24,AR,,,
186.158.217.0/24,AR,,,
186.158.218.0/24,AR,,,
186.158.219.0/24,AR,,,
186.158.220.0/24,AR,AR-B,Berazategui,
186.158.221.0/24,AR,,,
186.158.222.0/24,AR,,,
186.158.223.0/24,AR,AR-B,San Isidro,
186.158.224.0/24,AR,,,
186.158.225.0/24,AR,,,
186.158.226.0/24,AR,,,
186.158.227.0/24,AR,,,
186.158.228.0/24,AR,AR-N,Posadas,
186.158.229.0/24,AR,AR-N,Posadas,
186.158.230.0/24,AR,AR-N,Posadas,
186.158.231.0/24,AR,AR-N,Posadas,
186.158.232.0/24,AR,,,
186.158.233.0/24,AR,,,
186.158.234.0/24,AR,AR-X,Cordoba,
186.158.235.0/24,AR,,,
186.158.236.0/24,AR,,,
186.158.237.0/24,AR,,,
186.158.238.0/24,AR,,,
186.158.239.0/24,AR,,,
186.158.240.0/24,AR,AR-S,Rosario,
186.158.241.0/24,AR,,,
186.158.242.0/24,AR,AR-X,Cordoba,
186.158.243.0/24,AR,,,
186.158.244.0/24,AR,,,
186.158.245.0/24,AR,,,
186.158.246.0/24,AR,,,
186.158.247.0/24,AR,,,
186.158.248.0/24,AR,AR-B,General Pueyrredon,
186.158.249.0/24,AR,AR-B,General Pueyrredon,
186.158.250.0/24,AR,,,
186.158.251.0/24,AR,,,
186.158.252.0/24,AR,,,
186.158.253.0/24,AR,,,
186.158.254.0/24,AR,,,
186.158.255.0/24,AR,AR-K,San Fernando del Valle de Catamarca,
186.191.0.0/24,AR,,,
186.191.1.0/24,AR,,,
186.191.2.0/24,AR,,,
186.191.3.0/24,AR,,,
186.191.4.0/24,AR,,,
186.191.5.0/24,AR,,,
186.191.6.0/24,AR,,,
186.191.7.0/24,AR,,,
186.191.8.0/24,AR,,,
186.191.9.0/24,AR,,,
186.191.10.0/24,AR,,,
186.191.11.0/24,AR,,,
186.191.12.0/24,AR,,,
186.191.13.0/24,AR,,,
186.191.14.0/24,AR,,,
186.191.15.0/24,AR,,,
186.191.16.0/24,AR,,,
186.191.17.0/24,AR,,,
186.191.18.0/24,AR,,,
186.191.19.0/24,AR,,,
186.191.20.0/24,AR,,,
186.191.21.0/24,AR,,,
186.191.22.0/24,AR,,,
186.191.23.0/24,AR,,,
186.191.24.0/24,AR,,,
186.191.25.0/24,AR,,,
186.191.26.0/24,AR,,,
186.191.27.0/24,AR,,,
186.191.28.0/24,AR,,,
186.191.29.0/24,AR,,,
186.191.30.0/24,AR,,,
186.191.31.0/24,AR,,,
186.191.32.0/24,AR,,,
186.191.33.0/24,AR,,,
186.191.34.0/24,AR,,,
186.191.35.0/24,AR,,,
186.191.36.0/24,AR,,,
186.191.37.0/24,AR,,,
186.191.38.0/24,AR,,,
186.191.40.0/24,AR,,,
186.191.41.0/24,AR,,,
186.191.42.0/24,AR,,,
186.191.43.0/24,AR,,,
186.191.44.0/24,AR,,,
186.191.45.0/24,AR,,,
186.191.46.0/24,AR,,,
186.191.47.0/24,AR,,,
186.191.48.0/24,AR,,,
186.191.49.0/24,AR,,,
186.191.50.0/24,AR,,,
186.191.51.0/24,AR,,,
186.191.52.0/24,AR,,,
186.191.53.0/24,AR,,,
186.191.54.0/24,AR,,,
186.191.55.0/24,AR,,,
186.191.56.0/24,AR,,,
186.191.57.0/24,AR,,,
186.191.58.0/24,AR,,,
186.191.59.0/24,AR,,,
186.191.60.0/24,AR,,,
186.191.61.0/24,AR,,,
186.191.62.0/24,AR,,,
186.191.63.0/24,AR,,,
186.191.64.0/24,AR,,,
186.191.65.0/24,AR,,,
186.191.66.0/24,AR,,,
186.191.67.0/24,AR,,,
186.191.68.0/24,AR,,,
186.191.69.0/24,AR,,,
186.191.70.0/24,AR,,,
186.191.71.0/24,AR,,,
186.191.72.0/24,AR,,,
186.191.73.0/24,AR,,,
186.191.74.0/24,AR,,,
186.191.75.0/24,AR,,,
186.191.76.0/24,AR,,,
186.191.77.0/24,AR,,,
186.191.78.0/24,AR,,,
186.191.79.0/24,AR,,,
186.191.80.0/24,AR,,,
186.191.81.0/24,AR,,,
186.191.82.0/24,AR,,,
186.191.83.0/24,AR,,,
186.191.84.0/24,AR,,,
186.191.85.0/24,AR,,,
186.191.86.0/24,AR,,,
186.191.87.0/24,AR,,,
186.191.88.0/24,AR,,,
186.191.89.0/24,AR,,,
186.191.90.0/24,AR,,,
186.191.91.0/24,AR,,,
186.191.92.0/24,AR,,,
186.191.93.0/24,AR,,,
186.191.94.0/24,AR,,,
186.191.95.0/24,AR,,,
186.191.96.0/24,AR,,,
186.191.97.0/24,AR,,,
186.191.98.0/24,AR,,,
186.191.99.0/24,AR,,,
186.191.100.0/24,AR,,,
186.191.101.0/24,AR,,,
186.191.102.0/24,AR,,,
186.191.103.0/24,AR,,,
186.191.104.0/24,AR,,,
186.191.105.0/24,AR,,,
186.191.106.0/24,AR,,,
186.191.107.0/24,AR,,,
186.191.108.0/24,AR,,,
